day,provincia,active,ili
2014-02-01,AR,4,0
2014-02-01,FE,7,0
2014-02-01,CS,1,0
2014-02-01,TA,1,0
2014-02-01,MO,5,0
2014-02-01,AP,1,0
2014-02-01,CT,1,0
2014-02-01,CE,3,0
2014-02-02,LI,3,0
2014-02-02,RO,1,0
2014-02-02,PG,3,0
2014-02-02,VR,2,0
2014-02-02,BZ,13,0
2014-02-02,PV,2,0
2014-02-02,PR,1,0
2014-02-02,CH,4,0
2014-02-02,RA,4,0
2014-02-02,NU,1,0
2014-02-02,PU,1,0
2014-02-02,TV,13,0
2014-02-02,UD,4,0
2014-02-02,SO,1,0
2014-02-02,GR,1,0
2014-02-02,FC,2,0
2014-02-02,VE,5,0
2014-02-02,GE,4,0
2014-02-02,PA,1,0
2014-02-02,VA,5,0
2014-02-02,GO,1,0
2014-02-02,RC,1,0
2014-02-02,VI,5,0
2014-02-02,RN,2,0
2014-02-02,MC,2,0
2014-02-02,AR,4,0
2014-02-02,BS,4,0
2014-02-02,VT,2,0
2014-02-02,NA,5,0
2014-02-02,CI,1,0
2014-02-02,SV,4,0
2014-02-02,TO,51,0
2014-02-02,SS,1,0
2014-02-02,TN,12,0
2014-02-02,FI,4,0
2014-02-02,MI,51,0
2014-02-02,MB,17,0
2014-02-02,AQ,1,0
2014-02-02,FE,6,0
2014-02-02,BO,18,0
2014-02-02,SR,3,0
2014-02-02,AL,4,0
2014-02-02,RG,1,0
2014-02-02,NO,1,0
2014-02-02,CS,1,0
2014-02-02,BG,5,1
2014-02-02,IM,5,0
2014-02-02,CA,2,0
2014-02-02,RI,1,0
2014-02-02,AP,1,0
2014-02-02,PD,4,0
2014-02-02,FG,2,0
2014-02-02,BA,2,0
2014-02-02,PT,1,0
2014-02-02,CB,1,0
2014-02-02,RM,47,2
2014-02-02,SI,2,1
2014-02-02,RE,3,0
2014-02-02,LC,3,0
2014-02-02,CR,2,0
2014-02-02,BI,1,0
2014-02-02,ME,1,0
2014-02-02,AN,9,0
2014-02-02,CO,5,0
2014-02-02,LU,4,0
2014-02-02,TS,5,0
2014-02-02,PI,4,0
2014-02-02,AG,1,0
2014-02-02,VC,2,0
2014-02-02,MO,4,0
2014-02-02,CE,3,0
2014-02-02,PO,2,0
2014-02-02,TA,1,0
2014-02-02,FM,1,0
2014-02-02,MN,1,0
2014-02-02,CT,1,0
2014-02-03,AL,4,1
2014-02-03,RG,1,0
2014-02-03,TS,5,0
2014-02-03,PG,3,0
2014-02-03,AG,1,0
2014-02-03,PO,2,0
2014-02-03,SR,3,0
2014-02-03,BO,18,1
2014-02-03,FE,6,0
2014-02-03,LC,2,0
2014-02-03,MN,1,0
2014-02-03,NU,1,0
2014-02-03,MI,48,0
2014-02-03,AQ,1,0
2014-02-03,MB,9,0
2014-02-03,RE,3,0
2014-02-03,CR,2,0
2014-02-03,MO,4,0
2014-02-03,SI,2,0
2014-02-03,VR,2,0
2014-02-03,TO,49,1
2014-02-03,LU,4,0
